"SpeciesAbv","Yrr","Quarter","FlagAbv","SumOfNumber","SumOfWeight","Lon","Lat"
"YFT",1969,4.00,"JPN",24.00,,-137.50,17.50
"YFT",1969,4.00,"JPN",679.00,,-137.50,22.50
"YFT",1969,4.00,"JPN",502.00,,-137.50,27.50
"YFT",1969,4.00,"JPN",176.00,,-137.50,32.50
"YFT",1969,4.00,"JPN",90.00,,-132.50,-22.50
"YFT",1969,4.00,"JPN",33.00,,-132.50,-17.50
"YFT",1969,4.00,"JPN",15.00,,-132.50,-12.50
"YFT",1969,4.00,"JPN",1401.00,,-132.50,-7.50
"YFT",1969,4.00,"JPN",939.00,,-132.50,-2.50
"YFT",1969,4.00,"JPN",188.00,,-132.50,2.50
"YFT",1969,4.00,"JPN",2265.00,,-132.50,7.50
"YFT",1969,4.00,"JPN",3.00,,-132.50,17.50
"YFT",1969,4.00,"JPN",1993.00,,-132.50,22.50
"YFT",1969,4.00,"JPN",121.00,,-132.50,27.50
"YFT",1969,4.00,"JPN",6.00,,-132.50,32.50
"YFT",1969,4.00,"JPN",32.00,,-127.50,-27.50
"YFT",1969,4.00,"JPN",508.00,,-127.50,-22.50
"YFT",1969,4.00,"JPN",19.00,,-127.50,-17.50
"YFT",1969,4.00,"JPN",403.00,,-127.50,-12.50
"YFT",1969,4.00,"JPN",3773.00,,-127.50,-7.50
"YFT",1969,4.00,"JPN",481.00,,-127.50,-2.50
"YFT",1969,4.00,"JPN",531.00,,-127.50,2.50
"YFT",1969,4.00,"JPN",1737.00,,-127.50,7.50
"YFT",1969,4.00,"JPN",20.00,,-127.50,17.50
"YFT",1969,4.00,"JPN",7.00,,-127.50,27.50
"YFT",1969,4.00,"JPN",4.00,,-122.50,-27.50
"YFT",1969,4.00,"JPN",244.00,,-122.50,-22.50
"YFT",1969,4.00,"JPN",2.00,,-122.50,-17.50
"YFT",1969,4.00,"JPN",929.00,,-122.50,-12.50
"YFT",1969,4.00,"JPN",3222.00,,-122.50,-7.50
"YFT",1969,4.00,"JPN",470.00,,-122.50,-2.50
"YFT",1969,4.00,"JPN",1330.00,,-122.50,2.50
"YFT",1969,4.00,"JPN",2449.00,,-122.50,7.50
"YFT",1969,4.00,"JPN",20.00,,-117.50,-27.50
"YFT",1969,4.00,"JPN",511.00,,-117.50,-22.50
"YFT",1969,4.00,"JPN",699.00,,-117.50,-12.50
"YFT",1969,4.00,"JPN",1240.00,,-117.50,-7.50
"YFT",1969,4.00,"JPN",648.00,,-117.50,-2.50
"YFT",1969,4.00,"JPN",872.00,,-117.50,2.50
"YFT",1969,4.00,"JPN",228.00,,-117.50,7.50
"YFT",1969,4.00,"JPN",186.00,,-117.50,17.50
"YFT",1969,4.00,"JPN",177.00,,-112.50,-27.50
"YFT",1969,4.00,"JPN",376.00,,-112.50,-22.50
"YFT",1969,4.00,"JPN",10.00,,-112.50,-17.50
"YFT",1969,4.00,"JPN",845.00,,-112.50,-12.50
"YFT",1969,4.00,"JPN",1398.00,,-112.50,-7.50
"YFT",1969,4.00,"JPN",413.00,,-112.50,-2.50
"YFT",1969,4.00,"JPN",588.00,,-112.50,2.50
"YFT",1969,4.00,"JPN",231.00,,-112.50,7.50
"YFT",1969,4.00,"JPN",616.00,,-112.50,17.50
"YFT",1969,4.00,"JPN",329.00,,-112.50,22.50
"YFT",1969,4.00,"JPN",17.00,,-112.50,27.50
"YFT",1969,4.00,"JPN",111.00,,-107.50,-22.50
"YFT",1969,4.00,"JPN",103.00,,-107.50,-17.50
"YFT",1969,4.00,"JPN",717.00,,-107.50,-12.50
"YFT",1969,4.00,"JPN",971.00,,-107.50,-7.50
"YFT",1969,4.00,"JPN",204.00,,-107.50,-2.50
"YFT",1969,4.00,"JPN",1179.00,,-107.50,2.50
"YFT",1969,4.00,"JPN",788.00,,-107.50,7.50
"YFT",1969,4.00,"JPN",33.00,,-107.50,17.50
"YFT",1969,4.00,"JPN",1726.00,,-107.50,22.50
"YFT",1969,4.00,"JPN",392.00,,-102.50,-17.50
"YFT",1969,4.00,"JPN",2449.00,,-102.50,-12.50
"YFT",1969,4.00,"JPN",957.00,,-102.50,-7.50
"YFT",1969,4.00,"JPN",799.00,,-102.50,-2.50
"YFT",1969,4.00,"JPN",1478.00,,-102.50,2.50
"YFT",1969,4.00,"JPN",812.00,,-102.50,7.50
"YFT",1969,4.00,"JPN",3.00,,-102.50,12.50
"YFT",1969,4.00,"JPN",1.00,,-102.50,17.50
"YFT",1969,4.00,"JPN",317.00,,-97.50,-17.50
"YFT",1969,4.00,"JPN",579.00,,-97.50,-12.50
"YFT",1969,4.00,"JPN",42.00,,-97.50,-7.50
"YFT",1969,4.00,"JPN",1284.00,,-97.50,-2.50
"YFT",1969,4.00,"JPN",2938.00,,-97.50,2.50
"YFT",1969,4.00,"JPN",321.00,,-97.50,7.50
"YFT",1969,4.00,"JPN",59.00,,-97.50,17.50
"YFT",1969,4.00,"JPN",65.00,,-92.50,-17.50
"YFT",1969,4.00,"JPN",304.00,,-92.50,-12.50
"YFT",1969,4.00,"JPN",835.00,,-92.50,-2.50
"YFT",1969,4.00,"JPN",2579.00,,-92.50,2.50
"YFT",1969,4.00,"JPN",56.00,,-92.50,7.50
"YFT",1969,4.00,"JPN",17.00,,-87.50,-27.50
"YFT",1969,4.00,"JPN",22.00,,-87.50,-22.50
"YFT",1969,4.00,"JPN",1679.00,,-87.50,-17.50
"YFT",1969,4.00,"JPN",755.00,,-87.50,-12.50
"YFT",1969,4.00,"JPN",23.00,,-87.50,-7.50
"YFT",1969,4.00,"JPN",228.00,,-87.50,-2.50
"YFT",1969,4.00,"JPN",3154.00,,-87.50,2.50
"YFT",1969,4.00,"JPN",28.00,,-87.50,7.50
"YFT",1969,4.00,"JPN",3.00,,-87.50,12.50
"YFT",1969,4.00,"JPN",16.00,,-82.50,-27.50
"YFT",1969,4.00,"JPN",1.00,,-82.50,-22.50
"YFT",1969,4.00,"JPN",102.00,,-82.50,-17.50
"YFT",1969,4.00,"JPN",5.00,,-82.50,-12.50
"YFT",1969,4.00,"JPN",24.00,,-82.50,-7.50
"YFT",1969,4.00,"JPN",2364.00,,-82.50,-2.50
"YFT",1969,4.00,"JPN",2230.00,,-82.50,2.50
"YFT",1969,4.00,"JPN",30.00,,-82.50,7.50
"YFT",1969,4.00,"JPN",183.00,,-77.50,2.50
"YFT",1969,4.00,"JPN",91.00,,-77.50,7.50
"YFT",1969,4.00,"TWN",3.00,0.09,-147.50,-17.50
"YFT",1969,4.00,"TWN",458.00,14.68,-147.50,-12.50
"YFT",1969,4.00,"TWN",76.00,2.44,-147.50,-7.50
"YFT",1969,4.00,"TWN",26.00,0.83,-142.50,-17.50
"YFT",1969,4.00,"TWN",255.00,8.17,-142.50,-12.50
"YFT",1969,4.00,"TWN",96.00,3.07,-137.50,-17.50
"YFT",1969,4.00,"TWN",476.00,15.25,-137.50,-12.50
"YFT",1969,4.00,"TWN",61.00,1.95,-137.50,-7.50
"YFT",1969,4.00,"TWN",12.00,0.34,-132.50,-22.50
"YFT",1969,4.00,"TWN",227.00,7.29,-132.50,-17.50
"YFT",1969,4.00,"TWN",125.00,4.01,-132.50,-12.50
"YFT",1969,4.00,"TWN",199.00,6.36,-127.50,-17.50
"YFT",1969,4.00,"TWN",49.00,1.56,-127.50,-12.50
"YFT",1969,4.00,"TWN",34.00,1.07,-122.50,-17.50
"YFT",1970,1.00,"JPN",66.00,,-147.50,-12.50
"YFT",1970,1.00,"JPN",1605.00,,-147.50,-7.50
"YFT",1970,1.00,"JPN",1975.00,,-147.50,-2.50
"YFT",1970,1.00,"JPN",243.00,,-147.50,2.50
"YFT",1970,1.00,"JPN",8701.00,,-147.50,7.50
"YFT",1970,1.00,"JPN",633.00,,-147.50,12.50
"YFT",1970,1.00,"JPN",1123.00,,-147.50,22.50
"YFT",1970,1.00,"JPN",955.00,,-147.50,27.50
"YFT",1970,1.00,"JPN",125.00,,-147.50,32.50
"YFT",1970,1.00,"JPN",1801.00,,-142.50,-7.50
"YFT",1970,1.00,"JPN",2753.00,,-142.50,-2.50
"YFT",1970,1.00,"JPN",224.00,,-142.50,2.50
"YFT",1970,1.00,"JPN",8998.00,,-142.50,7.50
"YFT",1970,1.00,"JPN",3.00,,-142.50,12.50
"YFT",1970,1.00,"JPN",81.00,,-142.50,17.50
"YFT",1970,1.00,"JPN",51.00,,-142.50,22.50
"YFT",1970,1.00,"JPN",239.00,,-142.50,27.50
"YFT",1970,1.00,"JPN",142.00,,-142.50,32.50
"YFT",1970,1.00,"JPN",8.00,,-137.50,-27.50
"YFT",1970,1.00,"JPN",112.00,,-137.50,-22.50
"YFT",1970,1.00,"JPN",15.00,,-137.50,-17.50
"YFT",1970,1.00,"JPN",88.00,,-137.50,-12.50
"YFT",1970,1.00,"JPN",2454.00,,-137.50,-7.50
"YFT",1970,1.00,"JPN",2328.00,,-137.50,-2.50
"YFT",1970,1.00,"JPN",551.00,,-137.50,2.50
"YFT",1970,1.00,"JPN",5327.00,,-137.50,7.50
"YFT",1970,1.00,"JPN",6.00,,-137.50,17.50
"YFT",1970,1.00,"JPN",93.00,,-137.50,22.50
"YFT",1970,1.00,"JPN",649.00,,-137.50,27.50
"YFT",1970,1.00,"JPN",54.00,,-137.50,32.50
"YFT",1970,1.00,"JPN",1.00,,-137.50,37.50
"YFT",1970,1.00,"JPN",3.00,,-132.50,-27.50
"YFT",1970,1.00,"JPN",26.00,,-132.50,-22.50
"YFT",1970,1.00,"JPN",6.00,,-132.50,-17.50
"YFT",1970,1.00,"JPN",60.00,,-132.50,-12.50
"YFT",1970,1.00,"JPN",3571.00,,-132.50,-7.50
"YFT",1970,1.00,"JPN",1849.00,,-132.50,-2.50
"YFT",1970,1.00,"JPN",87.00,,-132.50,2.50
"YFT",1970,1.00,"JPN",1452.00,,-132.50,7.50
"YFT",1970,1.00,"JPN",284.00,,-132.50,22.50
"YFT",1970,1.00,"JPN",320.00,,-132.50,27.50
"YFT",1970,1.00,"JPN",13.00,,-132.50,32.50
"YFT",1970,1.00,"JPN",1.00,,-127.50,-27.50
"YFT",1970,1.00,"JPN",129.00,,-127.50,-12.50
"YFT",1970,1.00,"JPN",2918.00,,-127.50,-7.50
"YFT",1970,1.00,"JPN",1018.00,,-127.50,-2.50
"YFT",1970,1.00,"JPN",48.00,,-127.50,2.50
"YFT",1970,1.00,"JPN",31.00,,-127.50,22.50
"YFT",1970,1.00,"JPN",15.00,,-127.50,27.50
"YFT",1970,1.00,"JPN",377.00,,-122.50,-12.50
"YFT",1970,1.00,"JPN",4354.00,,-122.50,-7.50
"YFT",1970,1.00,"JPN",810.00,,-122.50,-2.50
"YFT",1970,1.00,"JPN",213.00,,-122.50,7.50
"YFT",1970,1.00,"JPN",9.00,,-117.50,-17.50
"YFT",1970,1.00,"JPN",39.00,,-117.50,-12.50
"YFT",1970,1.00,"JPN",4564.00,,-117.50,-7.50
"YFT",1970,1.00,"JPN",1545.00,,-117.50,-2.50
"YFT",1970,1.00,"JPN",208.00,,-117.50,2.50
"YFT",1970,1.00,"JPN",659.00,,-117.50,7.50
"YFT",1970,1.00,"JPN",6.00,,-117.50,17.50
"YFT",1970,1.00,"JPN",539.00,,-112.50,-12.50
"YFT",1970,1.00,"JPN",4165.00,,-112.50,-7.50
"YFT",1970,1.00,"JPN",3253.00,,-112.50,-2.50
"YFT",1970,1.00,"JPN",296.00,,-112.50,2.50
"YFT",1970,1.00,"JPN",17.00,,-112.50,7.50
"YFT",1970,1.00,"JPN",67.00,,-112.50,17.50
"YFT",1970,1.00,"JPN",46.00,,-107.50,-27.50
"YFT",1970,1.00,"JPN",128.00,,-107.50,-22.50
"YFT",1970,1.00,"JPN",19.00,,-107.50,-17.50
"YFT",1970,1.00,"JPN",851.00,,-107.50,-12.50
"YFT",1970,1.00,"JPN",2127.00,,-107.50,-7.50
"YFT",1970,1.00,"JPN",5182.00,,-107.50,-2.50
"YFT",1970,1.00,"JPN",337.00,,-107.50,2.50
"YFT",1970,1.00,"JPN",151.00,,-107.50,7.50
"YFT",1970,1.00,"JPN",14.00,,-107.50,17.50
"YFT",1970,1.00,"JPN",769.00,,-107.50,22.50
"YFT",1970,1.00,"JPN",9.00,,-107.50,27.50
"YFT",1970,1.00,"JPN",26.00,,-102.50,-27.50
"YFT",1970,1.00,"JPN",105.00,,-102.50,-22.50
"YFT",1970,1.00,"JPN",33.00,,-102.50,-17.50
"YFT",1970,1.00,"JPN",445.00,,-102.50,-12.50
"YFT",1970,1.00,"JPN",3602.00,,-102.50,-7.50
"YFT",1970,1.00,"JPN",1934.00,,-102.50,-2.50
"YFT",1970,1.00,"JPN",335.00,,-102.50,2.50
"YFT",1970,1.00,"JPN",94.00,,-102.50,7.50
"YFT",1970,1.00,"JPN",3.00,,-102.50,17.50
"YFT",1970,1.00,"JPN",5.00,,-97.50,-17.50
"YFT",1970,1.00,"JPN",747.00,,-97.50,-12.50
"YFT",1970,1.00,"JPN",2805.00,,-97.50,-7.50
"YFT",1970,1.00,"JPN",182.00,,-97.50,-2.50
"YFT",1970,1.00,"JPN",44.00,,-97.50,2.50
"YFT",1970,1.00,"JPN",188.00,,-97.50,7.50
"YFT",1970,1.00,"JPN",2.00,,-97.50,12.50
"YFT",1970,1.00,"JPN",64.00,,-97.50,17.50
"YFT",1970,1.00,"JPN",59.00,,-92.50,-12.50
"YFT",1970,1.00,"JPN",280.00,,-92.50,-7.50
"YFT",1970,1.00,"JPN",936.00,,-92.50,-2.50
"YFT",1970,1.00,"JPN",188.00,,-92.50,2.50
"YFT",1970,1.00,"JPN",163.00,,-92.50,7.50
"YFT",1970,1.00,"JPN",61.00,,-92.50,12.50
"YFT",1970,1.00,"JPN",95.00,,-87.50,-7.50
"YFT",1970,1.00,"JPN",181.00,,-87.50,-2.50
"YFT",1970,1.00,"JPN",292.00,,-87.50,2.50
"YFT",1970,1.00,"JPN",353.00,,-87.50,7.50
"YFT",1970,1.00,"JPN",53.00,,-87.50,12.50
"YFT",1970,1.00,"JPN",21.00,,-82.50,-7.50
"YFT",1970,1.00,"JPN",910.00,,-82.50,-2.50
"YFT",1970,1.00,"JPN",339.00,,-82.50,2.50
"YFT",1970,1.00,"JPN",1615.00,,-82.50,7.50
"YFT",1970,1.00,"JPN",100.00,,-77.50,2.50
"YFT",1970,1.00,"JPN",70.00,,-77.50,7.50
"YFT",1970,1.00,"TWN",10.00,0.30,-147.50,-17.50
"YFT",1970,1.00,"TWN",1439.00,46.10,-147.50,-12.50
"YFT",1970,1.00,"TWN",669.00,21.43,-147.50,-7.50
"YFT",1970,1.00,"TWN",21.00,0.67,-142.50,-17.50
"YFT",1970,1.00,"TWN",1445.00,46.22,-142.50,-12.50
"YFT",1970,1.00,"TWN",418.00,13.37,-142.50,-7.50
"YFT",1970,1.00,"TWN",17.00,0.55,-137.50,-17.50
"YFT",1970,1.00,"TWN",546.00,17.46,-137.50,-12.50
"YFT",1970,1.00,"TWN",24.00,0.79,-137.50,-7.50
"YFT",1970,1.00,"TWN",92.00,2.94,-132.50,-17.50
"YFT",1970,1.00,"TWN",11.00,0.36,-132.50,-12.50
"YFT",1970,1.00,"TWN",15.00,0.48,-127.50,-17.50
"YFT",1970,1.00,"TWN",8.00,0.24,-117.50,-17.50
"YFT",1970,1.00,"TWN",11.00,0.37,-112.50,-17.50
"YFT",1970,1.00,"TWN",25.00,0.79,-107.50,-17.50
"YFT",1970,2.00,"JPN",5.00,,-147.50,-32.50
"YFT",1970,2.00,"JPN",69.00,,-147.50,-27.50
"YFT",1970,2.00,"JPN",91.00,,-147.50,-12.50
"YFT",1970,2.00,"JPN",1351.00,,-147.50,-7.50
"YFT",1970,2.00,"JPN",1459.00,,-147.50,-2.50
"YFT",1970,2.00,"JPN",641.00,,-147.50,2.50
"YFT",1970,2.00,"JPN",13632.00,,-147.50,7.50
"YFT",1970,2.00,"JPN",1707.00,,-147.50,12.50
"YFT",1970,2.00,"JPN",68.00,,-147.50,17.50
"YFT",1970,2.00,"JPN",1968.00,,-147.50,22.50
"YFT",1970,2.00,"JPN",28.00,,-147.50,27.50
"YFT",1970,2.00,"JPN",11.00,,-147.50,32.50
"YFT",1970,2.00,"JPN",10.00,,-142.50,-27.50
"YFT",1970,2.00,"JPN",2951.00,,-142.50,-7.50
"YFT",1970,2.00,"JPN",1771.00,,-142.50,-2.50
"YFT",1970,2.00,"JPN",325.00,,-142.50,2.50
"YFT",1970,2.00,"JPN",9176.00,,-142.50,7.50
"YFT",1970,2.00,"JPN",236.00,,-142.50,12.50
"YFT",1970,2.00,"JPN",15.00,,-142.50,17.50
"YFT",1970,2.00,"JPN",146.00,,-142.50,22.50
"YFT",1970,2.00,"JPN",7.00,,-142.50,27.50
"YFT",1970,2.00,"JPN",12.00,,-137.50,-27.50
"YFT",1970,2.00,"JPN",42.00,,-137.50,-12.50
"YFT",1970,2.00,"JPN",3348.00,,-137.50,-7.50
"YFT",1970,2.00,"JPN",847.00,,-137.50,-2.50
"YFT",1970,2.00,"JPN",1567.00,,-137.50,2.50
"YFT",1970,2.00,"JPN",13935.00,,-137.50,7.50
"YFT",1970,2.00,"JPN",17.00,,-137.50,12.50
"YFT",1970,2.00,"JPN",16.00,,-137.50,17.50
"YFT",1970,2.00,"JPN",27.00,,-137.50,27.50
"YFT",1970,2.00,"JPN",2455.00,,-132.50,-7.50
"YFT",1970,2.00,"JPN",587.00,,-132.50,-2.50
"YFT",1970,2.00,"JPN",1222.00,,-132.50,2.50
"YFT",1970,2.00,"JPN",12995.00,,-132.50,7.50
"YFT",1970,2.00,"JPN",29.00,,-127.50,-12.50
"YFT",1970,2.00,"JPN",2011.00,,-127.50,-7.50
"YFT",1970,2.00,"JPN",62.00,,-127.50,-2.50
"YFT",1970,2.00,"JPN",64.00,,-127.50,2.50
"YFT",1970,2.00,"JPN",4480.00,,-127.50,7.50
"YFT",1970,2.00,"JPN",193.00,,-122.50,-12.50
"YFT",1970,2.00,"JPN",929.00,,-122.50,-7.50
"YFT",1970,2.00,"JPN",183.00,,-122.50,-2.50
"YFT",1970,2.00,"JPN",371.00,,-122.50,2.50
"YFT",1970,2.00,"JPN",3818.00,,-122.50,7.50
"YFT",1970,2.00,"JPN",466.00,,-117.50,-12.50
"YFT",1970,2.00,"JPN",2007.00,,-117.50,-7.50
"YFT",1970,2.00,"JPN",43.00,,-117.50,-2.50
"YFT",1970,2.00,"JPN",189.00,,-117.50,2.50
"YFT",1970,2.00,"JPN",1835.00,,-117.50,7.50
"YFT",1970,2.00,"JPN",57.00,,-117.50,17.50
"YFT",1970,2.00,"JPN",5.00,,-112.50,-17.50
"YFT",1970,2.00,"JPN",179.00,,-112.50,-12.50
"YFT",1970,2.00,"JPN",676.00,,-112.50,-7.50
"YFT",1970,2.00,"JPN",6.00,,-112.50,-2.50
"YFT",1970,2.00,"JPN",80.00,,-112.50,2.50
"YFT",1970,2.00,"JPN",511.00,,-112.50,7.50
"YFT",1970,2.00,"JPN",55.00,,-112.50,12.50
"YFT",1970,2.00,"JPN",1353.00,,-112.50,17.50
"YFT",1970,2.00,"JPN",1.00,,-112.50,22.50
"YFT",1970,2.00,"JPN",1.00,,-107.50,-22.50
"YFT",1970,2.00,"JPN",8.00,,-107.50,-12.50
"YFT",1970,2.00,"JPN",758.00,,-107.50,-7.50
"YFT",1970,2.00,"JPN",31.00,,-107.50,-2.50
"YFT",1970,2.00,"JPN",161.00,,-107.50,2.50
"YFT",1970,2.00,"JPN",809.00,,-107.50,7.50
"YFT",1970,2.00,"JPN",41.00,,-107.50,12.50
"YFT",1970,2.00,"JPN",28.00,,-107.50,17.50
"YFT",1970,2.00,"JPN",306.00,,-107.50,22.50
"YFT",1970,2.00,"JPN",146.00,,-102.50,-12.50
"YFT",1970,2.00,"JPN",473.00,,-102.50,-7.50
"YFT",1970,2.00,"JPN",8.00,,-102.50,-2.50
"YFT",1970,2.00,"JPN",318.00,,-102.50,2.50
"YFT",1970,2.00,"JPN",962.00,,-102.50,7.50
"YFT",1970,2.00,"JPN",334.00,,-97.50,-12.50
"YFT",1970,2.00,"JPN",87.00,,-97.50,-7.50
"YFT",1970,2.00,"JPN",10.00,,-97.50,-2.50
"YFT",1970,2.00,"JPN",1633.00,,-97.50,2.50
"YFT",1970,2.00,"JPN",327.00,,-97.50,7.50
"YFT",1970,2.00,"JPN",2.00,,-97.50,12.50
"YFT",1970,2.00,"JPN",1.00,,-97.50,17.50
"YFT",1970,2.00,"JPN",1.00,,-92.50,-17.50
"YFT",1970,2.00,"JPN",69.00,,-92.50,-12.50
"YFT",1970,2.00,"JPN",6.00,,-92.50,-7.50
"YFT",1970,2.00,"JPN",340.00,,-92.50,-2.50
"YFT",1970,2.00,"JPN",1466.00,,-92.50,2.50
"YFT",1970,2.00,"JPN",24.00,,-92.50,7.50
"YFT",1970,2.00,"JPN",89.00,,-92.50,12.50
"YFT",1970,2.00,"JPN",1.00,,-87.50,-7.50
"YFT",1970,2.00,"JPN",34.00,,-87.50,-2.50
"YFT",1970,2.00,"JPN",136.00,,-87.50,2.50
"YFT",1970,2.00,"JPN",177.00,,-87.50,12.50
"YFT",1970,2.00,"JPN",223.00,,-82.50,-2.50
"YFT",1970,2.00,"JPN",53.00,,-82.50,2.50
"YFT",1970,2.00,"JPN",49.00,,-82.50,7.50
"YFT",1970,2.00,"TWN",6.00,0.18,-147.50,-17.50
"YFT",1970,2.00,"TWN",32.00,1.04,-147.50,-12.50
"YFT",1970,2.00,"TWN",46.00,1.30,-142.50,-32.50
"YFT",1970,2.00,"TWN",78.00,2.22,-142.50,-27.50
"YFT",1970,2.00,"TWN",50.00,1.58,-142.50,-12.50
"YFT",1970,2.00,"TWN",8.00,0.21,-137.50,-32.50
"YFT",1970,2.00,"TWN",8.00,0.21,-137.50,-27.50
"YFT",1970,3.00,"JPN",227.00,,-147.50,-27.50
"YFT",1970,3.00,"JPN",633.00,,-147.50,-22.50
"YFT",1970,3.00,"JPN",4.00,,-147.50,-12.50
"YFT",1970,3.00,"JPN",104.00,,-147.50,-7.50
"YFT",1970,3.00,"JPN",971.00,,-147.50,-2.50
"YFT",1970,3.00,"JPN",853.00,,-147.50,2.50
"YFT",1970,3.00,"JPN",2738.00,,-147.50,7.50
"YFT",1970,3.00,"JPN",141.00,,-147.50,12.50
"YFT",1970,3.00,"JPN",3.00,,-147.50,17.50
"YFT",1970,3.00,"JPN",418.00,,-147.50,22.50
"YFT",1970,3.00,"JPN",154.00,,-147.50,27.50
"YFT",1970,3.00,"JPN",122.00,,-147.50,32.50
"YFT",1970,3.00,"JPN",39.00,,-142.50,-27.50
"YFT",1970,3.00,"JPN",1.00,,-142.50,-22.50
"YFT",1970,3.00,"JPN",39.00,,-142.50,-12.50
"YFT",1970,3.00,"JPN",614.00,,-142.50,-7.50
"YFT",1970,3.00,"JPN",210.00,,-142.50,-2.50
"YFT",1970,3.00,"JPN",117.00,,-142.50,2.50
"YFT",1970,3.00,"JPN",4631.00,,-142.50,7.50
"YFT",1970,3.00,"JPN",85.00,,-142.50,12.50
"YFT",1970,3.00,"JPN",65.00,,-142.50,17.50
"YFT",1970,3.00,"JPN",1690.00,,-142.50,22.50
"YFT",1970,3.00,"JPN",427.00,,-142.50,27.50
"YFT",1970,3.00,"JPN",28.00,,-142.50,32.50
"YFT",1970,3.00,"JPN",336.00,,-137.50,-27.50
"YFT",1970,3.00,"JPN",699.00,,-137.50,-7.50
"YFT",1970,3.00,"JPN",111.00,,-137.50,-2.50
"YFT",1970,3.00,"JPN",123.00,,-137.50,2.50
"YFT",1970,3.00,"JPN",1729.00,,-137.50,7.50
"YFT",1970,3.00,"JPN",19.00,,-137.50,17.50
"YFT",1970,3.00,"JPN",574.00,,-137.50,22.50
"YFT",1970,3.00,"JPN",50.00,,-137.50,27.50
"YFT",1970,3.00,"JPN",15.00,,-137.50,32.50
"YFT",1970,3.00,"JPN",29.00,,-132.50,-27.50
"YFT",1970,3.00,"JPN",4.00,,-132.50,-22.50
"YFT",1970,3.00,"JPN",6.00,,-132.50,-17.50
"YFT",1970,3.00,"JPN",21.00,,-132.50,-12.50
"YFT",1970,3.00,"JPN",2180.00,,-132.50,-7.50
"YFT",1970,3.00,"JPN",78.00,,-132.50,-2.50
"YFT",1970,3.00,"JPN",273.00,,-132.50,2.50
"YFT",1970,3.00,"JPN",2044.00,,-132.50,7.50
"YFT",1970,3.00,"JPN",170.00,,-132.50,17.50
"YFT",1970,3.00,"JPN",2559.00,,-132.50,22.50
"YFT",1970,3.00,"JPN",214.00,,-132.50,27.50
"YFT",1970,3.00,"JPN",18.00,,-132.50,32.50
"YFT",1970,3.00,"JPN",23.00,,-127.50,-17.50
"YFT",1970,3.00,"JPN",141.00,,-127.50,-12.50
"YFT",1970,3.00,"JPN",2155.00,,-127.50,-7.50
"YFT",1970,3.00,"JPN",215.00,,-127.50,-2.50
"YFT",1970,3.00,"JPN",455.00,,-127.50,2.50
"YFT",1970,3.00,"JPN",1160.00,,-127.50,7.50
"YFT",1970,3.00,"JPN",48.00,,-127.50,17.50
"YFT",1970,3.00,"JPN",4078.00,,-127.50,22.50
"YFT",1970,3.00,"JPN",43.00,,-122.50,-17.50
"YFT",1970,3.00,"JPN",384.00,,-122.50,-12.50
"YFT",1970,3.00,"JPN",1143.00,,-122.50,-7.50
"YFT",1970,3.00,"JPN",54.00,,-122.50,-2.50
"YFT",1970,3.00,"JPN",304.00,,-122.50,2.50
"YFT",1970,3.00,"JPN",1039.00,,-122.50,7.50
"YFT",1970,3.00,"JPN",15.00,,-122.50,22.50
"YFT",1970,3.00,"JPN",1.00,,-117.50,-27.50
"YFT",1970,3.00,"JPN",30.00,,-117.50,-17.50
"YFT",1970,3.00,"JPN",637.00,,-117.50,-12.50
"YFT",1970,3.00,"JPN",221.00,,-117.50,-7.50
"YFT",1970,3.00,"JPN",1.00,,-117.50,-2.50
"YFT",1970,3.00,"JPN",280.00,,-117.50,2.50
"YFT",1970,3.00,"JPN",255.00,,-117.50,7.50
"YFT",1970,3.00,"JPN",1008.00,,-117.50,17.50
"YFT",1970,3.00,"JPN",69.00,,-117.50,22.50
"YFT",1970,3.00,"JPN",2.00,,-112.50,-17.50
"YFT",1970,3.00,"JPN",62.00,,-112.50,-12.50
"YFT",1970,3.00,"JPN",113.00,,-112.50,-7.50
"YFT",1970,3.00,"JPN",5.00,,-112.50,-2.50
"YFT",1970,3.00,"JPN",484.00,,-112.50,2.50
"YFT",1970,3.00,"JPN",184.00,,-112.50,7.50
"YFT",1970,3.00,"JPN",86.00,,-112.50,12.50
"YFT",1970,3.00,"JPN",3050.00,,-112.50,17.50
"YFT",1970,3.00,"JPN",5390.00,,-112.50,22.50
"YFT",1970,3.00,"JPN",1173.00,,-107.50,-12.50
"YFT",1970,3.00,"JPN",190.00,,-107.50,-7.50
"YFT",1970,3.00,"JPN",7.00,,-107.50,-2.50
"YFT",1970,3.00,"JPN",760.00,,-107.50,2.50
"YFT",1970,3.00,"JPN",208.00,,-107.50,7.50
"YFT",1970,3.00,"JPN",32.00,,-107.50,12.50
"YFT",1970,3.00,"JPN",18.00,,-107.50,17.50
"YFT",1970,3.00,"JPN",316.00,,-107.50,22.50
"YFT",1970,3.00,"JPN",3.00,,-102.50,-17.50
"YFT",1970,3.00,"JPN",891.00,,-102.50,-12.50
"YFT",1970,3.00,"JPN",115.00,,-102.50,-7.50
"YFT",1970,3.00,"JPN",5.00,,-102.50,-2.50
"YFT",1970,3.00,"JPN",869.00,,-102.50,2.50
"YFT",1970,3.00,"JPN",184.00,,-102.50,7.50
"YFT",1970,3.00,"JPN",6.00,,-102.50,12.50
"YFT",1970,3.00,"JPN",3.00,,-102.50,17.50
"YFT",1970,3.00,"JPN",723.00,,-97.50,-17.50
